total_ambients,school,parceria,ambient
4,JOIAS RARAS,ASS COMUNITARIA SEMPRE VIVA,BERCARIO
4,JORGE APOVIAN,ASSOCIAÇÃO CRISTÃ PAZ ESPERANÇA E ADJACENTES,SALA DE ED. INFANTIL PROPRIA 
4,JOSE MARIA,ASSOCIACAO CRISTA DE EDUCACAO INFANTIL SHAMMAH,SALA DE ED. INFANTIL PROPRIA 
4,JOSE VIEIRA DE SANTANA,ASS BENEFICENTE PARA HUMANIZACAO SOCIAL,SALA DE AULA PROPRIA         
4,JULIA NORBERTO,ASSOCIAÇÃO DOS MORADORES E CENTRO INFANTIL SEMEANDO O SABER,BERCARIO
4,JULIO FRANCISCO DE SOUZA,ASSOCIAÇÃO MENINO DEUS,SALA DE ED. INFANTIL PROPRIA 
4,KADOSH,CENTRO DE AMPARO E REABILITACAO CANAA,BERCARIO
4,KALIXTO MENDES,INSTITUTO SOCIAL E EDUCACIONAL BOAVENTURA,BERCARIO
4,KALIXTO MENDES,INSTITUTO SOCIAL E EDUCACIONAL BOAVENTURA,SALA DE ED. INFANTIL PROPRIA 
4,KALIXTO MENDES II,ASSOCIAÇÃO DE MÃES NOSSA SENHORA DE APARECIDA DO KEMEL - I,SALA DE ED. INFANTIL PROPRIA 
4,LAJEADO,CRECHE IMACULADA CORACAO DE MARIA DO JARDIM PRINCESA,SALA DE DANCA / GINASTICA
4,LAR CANTINHO DO SABER,COMUNIDADE CANTINHO DA PAZ,SALA DE ED. INFANTIL PROPRIA 
4,LAR DA BENCAO DIVINA,ASSOCIAÇÃO BENEFICENTE JARDIM DAS NUVENS,SALA DE ED. INFANTIL PROPRIA 
4,LAR DA VITORIA,OBRAS SOCIAIS DO JARDIM RECANTO,SALA DE ED. INFANTIL PROPRIA 
4,LAR DAS CRIANCAS,LAR DAS CRIANCAS DIVINO AMOR,SALA DE RECREACAO             
4,LAR DO ALVORECER CRISTAO,CARITAS CAMPO LIMPO CCL,SALA DE AULA PROPRIA         
4,LAR DO AMOR CRISTAO,ASSOCIACAO DOS MORADORES DA ZONA NORTE,SALA DE ED. INFANTIL PROPRIA 
4,LAR ESTRELA GUIA,ASS UNIAO SOCIALDOS MORADORES DO MUTIRAO INACIO MONTEIRO ADJ,SALA DE AULA PROPRIA         
4,LAR PAULO DE TARSO,ASSOCIACAO SANTO AGOSTINHO,SALA DE ED. INFANTIL PROPRIA 
4,LAURA VICUNA,ASS BENEFICENTE JERUSALEM - ABJ,SALA DE ED. INFANTIL PROPRIA 
4,LEAO XIII,ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS,BERCARIO
4,LEAO XIII,ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS,SALA DE ED. INFANTIL PROPRIA 
4,LELIA GONZALEZ,ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS,SALA DE ED. INFANTIL PROPRIA 
4,LEOZINHO,INSTITUTO EDUCACIONAL E SOCIAL LUZ DO MUNDO,SALA DE ED. INFANTIL PROPRIA 
4,LETICIA RIBEIRO PORTO,ASS ADONAY DO JARDIM GUAIANASES,BERCARIO
4,LILIANE SANTANA,ASS BENEFICENTE DE APOIO A COMUNIDADE CARENTE UNIDA,BERCARIO
4,LIRIOS DO VALE,INSTITUTO ESTRELA GUIA,BERCARIO
4,LOBATINHO,ASS BENEFICENTE DE APOIO A COMUNIDADE CARENTE UNIDA,BERCARIO
4,LOURDINHA PINHEIRO V,EXECUTIVA NACIONAL DO MICROEMPREENDEDOR INDIVIDUAL,BERCARIO
4,LOURDINHA PINHEIRO V,EXECUTIVA NACIONAL DO MICROEMPREENDEDOR INDIVIDUAL,SALA DE ED. INFANTIL PROPRIA 
4,LUGAR DE ALEGRIA,INSTITUTO KWARAY,SALA DE ED. INFANTIL PROPRIA 
4,LUZ DO SABER,SERVICO DE ASSISTENCIA A FAMILIA CASA DA EDITINHA,BERCARIO
4,LUZ DO TERCEIRO MILENIO I,INSTITUTO EM DEFESA DA CIDADANIA TERCEIRO MILENIO,SALA DE ED. INFANTIL PROPRIA 
4,MA-MA,CRUZADA PRO INFANCIA,BERCARIO
4,MACEDONIA,INSTITUTO MACEDONIA,BERCARIO
4,MAE DA DIVINA PROVIDENCIA,ASSOCIACAO CRISTA DE EDUCACAO INFANTIL SHAMMAH,SALA DE ED. INFANTIL PROPRIA 
4,MAE DA ESPERANCA,COMEB - CONSELHO DE MINISTROS EVANGELICOS DO BRASIL,BERCARIO
4,MAE DO BOM CONSELHO,AGES ASSOCIACAO CIVIL GAUDIUM ET SPES,SALA DE ED. INFANTIL PROPRIA 
4,MAE PEREGRINA,ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA,SALA DE ED. INFANTIL PROPRIA 
4,MAMAE,MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE,SALA DE RECREACAO             
4,MANOEL BISPO DOS SANTOS,GRAO DA VIDA,SALA DE ED. INFANTIL PROPRIA 
4,MARGARIDA BRITO FARIAS SILVA II,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,SALA DE ED. INFANTIL PROPRIA 
4,MARIA,ASS DE CRECHES MARIA DE NAZARE,BERCARIO
4,MARIA ANTONIETA DE CASTRO,ASS BENEFICENTE AOS CARENTES DA SAGRADA FAMILIA,BERCARIO
4,MARIA APARECIDA JERONIMO,ASS OBRA DO BERCO,SALA DE AULA PROPRIA         
4,MARIA AUXILIADORA,ASS COMUNITARIA SEMPRE VIVA,BERCARIO
4,MARIA DA GLORIA BAUMGART,ASSOCIAÇÃO SEARA NORTE,BERCARIO
4,MARIA ELISABETE LIMA MOTA,ASSOCIACAO SAO GABRIEL,SALA DE ED. INFANTIL PROPRIA 
4,MARIA ESTEFANO MALUF,ASS OBRA DO BERCO,SALA DE ED. INFANTIL PROPRIA 
4,MARIA LUIZA AMERICANO,OBRA SOCIAL DA PAROQUIA SAO MATEUS APOSTOLO,SALA DE ED. INFANTIL PROPRIA 
4,MARIA MONTESSORI,ASS BENEFICENTE MARIA MAHIN,SALA DE ED. INFANTIL PROPRIA 
4,MARIA NATIVIDADE MACHADO,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,SALA DE ED. INFANTIL PROPRIA 
4,MARIO MARTINS,CENTRO DE EDUCAÇÃO INFANTIL OS FILHOS DA FE,SALA DE AULA PROPRIA         
4,MARY,ASSOCIACAO EDUCATEC,SALA DE RECREACAO             
4,MARY ANNE,ASSOCIACAO EDUCATEC,SALA DE ED. INFANTIL PROPRIA 
4,MATERNA,ASSOCIAÇÃO BENEFICENTE ROLEBRUNE,BERCARIO
4,ME NINAR,INSTITUTO BONA VITTA,SALA DE ED. INFANTIL PROPRIA 
4,MENINO JESUS JARDIM GRIMALDI,ACAO SOCIAL SAO MATEUS,SALA DE ED. INFANTIL PROPRIA 
4,MEU GIRASSOL,ASSOCIAÇÃO BRUNA ROSA,BERCARIO
4,MEU LARZINHO,CRUZADA PRO INFANCIA,BERCARIO
4,MEU LARZINHO,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
4,MIGUEL AFONSO DE OLIVEIRA,INSTITUTO BINATI,SALA DE ED. INFANTIL PROPRIA 
4,MIGUEL ARCANJO,ASS COMUNITARIA DOS MORADORES DA VILA SAO JOSE E BELA VISTA,SALA DE ED. INFANTIL PROPRIA 
4,MINA,UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO,SALA DE RECREACAO             
4,MISERICORDIA I,ASSOCIACAO ALIANCA DE MISERICORDIA,SALA DE ED. INFANTIL PROPRIA 
4,MONTE CARMELO II,INSTITUTO DE ACAO SOCIAL PRESIDENTE JUSCELINO,BERCARIO
4,MOOCA,CENTRO DE ASSISTENCIA SOCIAL BRAS MOOCA,SALA DE ED. INFANTIL PROPRIA 
4,MUNDINHO DOS TALENTOS,IGREJA MISSIONÁRIA O SENHOR PROVERÁ,BERCARIO
4,MUNDO DA FELICIDADE,ASS COMUNITARIA SEMPRE VIVA,BERCARIO
4,MUNDO DAS CRIANCAS,INSTITUIÇÃO AQUARELA,SALA DE ED. INFANTIL PROPRIA 
4,MUNDO ENCANTADO DA CRIANCA,ACAO SOCIAL LARGO 13,SALA DE ED. INFANTIL PROPRIA 
4,MUNDO ENCANTADO III,INSTITUIÇÃO AQUARELA,SALA DE ED. INFANTIL PROPRIA 
4,MUNDO IDEAL,ASSOCIACAO EDUCATEC,SALA DE ED. INFANTIL PROPRIA 
4,MUNIR ABBUD,INSTITUTO DAS FILHAS E FILHOS DO CORAÇÃO IMACULADO DE MARIA,SALA DE ED. INFANTIL PROPRIA 
4,NAIR SALGADO,NUCLEO ASSISTENCIAL FRATERNO - NAF,SALA DE ED. INFANTIL PROPRIA 
4,NAVEGANTES,SOCIEDADE AMIGOS DO JARDIM CAPELA E ADJACENCIAS,BERCARIO
4,NAZARE,ASS DE CRECHES MARIA DE NAZARE,BERCARIO
4,NELSON MANDELA,ASSOCIAÇÃO EDUCAR PARA TRANSFORMAR,SALA DE RECREACAO             
4,NOAH,SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA,BERCARIO
4,NOGUEIRA SUDESTE,ASSOCIAÇÃO COMUNITÁRIA EUGÊNIO GOES,SALA DE ED. INFANTIL PROPRIA 
4,NOITE ENCANTADA V,CRECHE FRATERNIDADE MARIA DE NAZARE,BERCARIO
4,NOITE ENCANTADA V,CRECHE FRATERNIDADE MARIA DE NAZARE,SALA DE ED. INFANTIL PROPRIA 
4,NOSSA SENHORA ASSUNCAO,CENTRO SOCIAL SANTO DIAS,SALA DE ED. INFANTIL PROPRIA 
4,NOSSA SENHORA DA PAZ,CARITAS CAMPO LIMPO CCL,SALA DE RECREACAO             
4,NOSSA SENHORA DA PROVIDENCIA,ASS COMUNITARIA SEMPRE VIVA,SALA DE ED. INFANTIL PROPRIA 
4,NOSSA SENHORA DAS DORES I,ASSOCIAÇÃO COMUNITARIA UM NOVO AMANHECER,SALA DE AULA PROPRIA         
4,NOSSA SENHORA DAS DORES II,ASSOCIAÇÃO COMUNITARIA UM NOVO AMANHECER,SALA DE ED. INFANTIL PROPRIA 
4,NOSSA SENHORA DAS MERCES,ASS ASSIST SOCIAL E PROM FILANTROP IMACULADA CONCEICAO VL AL,BERCARIO
4,NOSSA SENHORA DE FATIMA,CARITAS CAMPO LIMPO CCL,BERCARIO
4,NOSSA SENHORA DO CAMINHO I,ACAO SOCIAL LARGO 13,SALA DE ED. INFANTIL PROPRIA 
4,NOSSA SENHORA DO CAMINHO II,ACAO SOCIAL LARGO 13,SALA DE ED. INFANTIL PROPRIA 
4,NOSSA SENHORA DO ROSARIO,ASS BENEFICENTE MUNDO ENCANTADO,BERCARIO
4,NOSSA SENHORA MAE DA IGREJA,ASS GRUPO MISSAO DIVINA,SALA DE ED. INFANTIL PROPRIA 
4,NOSSA SENHORA MAE DE DEUS,ASSOCIAÇÃO NANY APPLE EM BENEFICIO DO OBESO E DO CARENTE,SALA DE ED. INFANTIL PROPRIA 
4,NOSSA SENHORA SAGRADO CORACAO,ASSOCIACAO BENEFICENTE CAVALCANTE,SALA DE ED. INFANTIL PROPRIA 
4,NOSSAS CRIANCAS,ASSOCIAÇÃO BENEFICENTE FOLHINHAS VERDES,SALA DE AULA PROPRIA         
4,NOSSAS CRIANCAS II,ASSOCIAÇÃO BENEFICENTE FOLHINHAS VERDES,SALA DE AULA PROPRIA         
4,NOSSO LAR II,ASS BENEFICENTE LUZ,SALA DE AULA PROPRIA         
4,NOVA ALIANCA,INSTITUTO EM PROL DA EDUCACAO INFANTIL CRIANCAS ESPETACULARE,BERCARIO
4,NOVA AMERICA,A MAO COOPERADORA OBRAS SOCIAIS E EDUCACIONAIS,SALA DE RECREACAO             
4,NOVA BOREAL,GRAO DA VIDA,BERCARIO
4,NOVA BRASILIA,ASS COMUNITARIA SEMPRE VIVA,BERCARIO
4,NOVA BRASILIA,ASS COMUNITARIA SEMPRE VIVA,SALA DE ED. INFANTIL PROPRIA 
4,NOVA GERACAO,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
4,NOVA VIDA,CRUZADA PRO INFANCIA,BERCARIO
4,NOVA VIDA,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
4,NOVO CAMINHO,CENTRO COMUNITARIO DE VILA PENTEADO,SALA DE ED. INFANTIL PROPRIA 
4,O SEMEADOR,CENTRO DE AMPARO E REABILITACAO CANAA,SALA DE ED. INFANTIL PROPRIA 
4,ONDACAIMA,ASSOCIAÇÃO BENEFICENTE CONSTRUIR,BERCARIO
4,OTAVIO RODRIGUES,ASSOCIAÇÃO VALE VERDE,SALA DE ED. INFANTIL PROPRIA 
4,PALMARES,CENTRO DE PROMOCAO SOCIAL CARMEN MENDES CONCEICAO,SALA DE RECREACAO             
4,PARADA XV DE NOVEMBRO,GALPAO ATRIA BRASIL,BERCARIO
4,PARADA XV DE NOVEMBRO,GALPAO ATRIA BRASIL,SALA DE ED. INFANTIL PROPRIA 
4,PARELHEIROS,ASSOCIAÇÃO BENEFICENTE CONSTRUIR,BERCARIO
4,PARI,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
4,PAROQUIA SAO MATEUS APOSTOLO,ASS COMUNITARIA SEMPRE VIVA,BERCARIO
4,PAROQUIA SAO MATEUS APOSTOLO,ASS COMUNITARIA SEMPRE VIVA,SALA DE ED. INFANTIL PROPRIA 
4,PARQUE AMAZONAS,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,BERCARIO
4,PARQUE AMERICA,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,BERCARIO
4,PARQUE NOVO MUNDO,ASS BENEFICENTE AOS CARENTES DA SAGRADA FAMILIA,SALA DE ED. INFANTIL PROPRIA 
4,PARQUE RESIDENCIAL COCAIA - GRAJAU,MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE,SALA DE ED. INFANTIL PROPRIA 
4,PAU BRASIL,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,SALA DE ED. INFANTIL PROPRIA 
4,PAZ,ASSOCIAÇÃO BENEFICENTE AMARAL OLIVEIRA,SALA DE ED. INFANTIL PROPRIA 
4,PAZ NOS VALES,INSTITUTO VIDA SAO PAULO,SALA DE ED. INFANTIL PROPRIA 
4,PEDACINHO DO CEU,ASS BENEFICENTE COMUNITARIA CULTURAL ESPORTIVA ELITE DO ESTA,SALA DE AULA PROPRIA         
4,PEDREIRA,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
4,PEDRO E MARIA IV,ASSOCIAÇÃO CRISTÃ PAZ ESPERANÇA E ADJACENTES,SALA DE ED. INFANTIL PROPRIA 
4,PENHA - BOM JESUS,ASS EDUCA SAO PAULO,SALA DE ED. INFANTIL PROPRIA 
4,PENTAGRAMA I,NUCLEO DE PROMOCAO SOCIAL VENHA CONOSCO,SALA DE ED. INFANTIL PROPRIA 
4,PENTAGRAMA II,NUCLEO DE PROMOCAO SOCIAL VENHA CONOSCO,SALA DE ED. INFANTIL PROPRIA 
4,PEQUENA GIOVANNA,CENTRO CULTURAL GUERREIROS DE ZUMBI,SALA DE ED. INFANTIL PROPRIA 
4,PEQUENAS ESTRELAS I,CRECHE IMACULADA CORACAO DE MARIA DO JARDIM PRINCESA,BERCARIO
4,PEQUENAS ESTRELAS II,CRECHE IMACULADA CORACAO DE MARIA DO JARDIM PRINCESA,BERCARIO
4,PEQUENINOS BRILHANTES,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
4,PEQUENO ANJO,ASS DOS MORADORES DE VILA REIS JARDIM PLANALTO E REGIAO,BERCARIO
4,PEQUENO ARTHUR,CRUZADA PRO INFANCIA,BERCARIO
4,PEQUENOS AVENTUREIROS,ASSOCIAÇÃO BENEFICENTE RECANTO CRIANÇA FELIZ,SALA DE ED. INFANTIL PROPRIA 
4,PEQUENOS BRILHANTES,ASS NOVA ESPERANCA,BERCARIO
4,PEQUENOS CONSTRUTORES,ASS COMUNITARIA DAS CRIANCAS CARENTES DA CIDADE TIRADENTES,SALA DE ED. INFANTIL PROPRIA 
4,PEQUENOS CRISTAIS,ASS BENEFICENTE MUNDO ENCANTADO,SALA DE ED. INFANTIL PROPRIA 
4,PEQUENOS DO BUTANTA,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,BERCARIO
4,PEQUENOS DO BUTANTA,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,SALA DE ED. INFANTIL PROPRIA 
4,PEQUENOS DO BUTANTA II,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,BERCARIO
4,PEQUENOS GENIOS TOPAZIO,ASSOCIAÇÃO COMUNITÁRIA EUGÊNIO GOES,SALA DE ED. INFANTIL PROPRIA 
4,PEQUENOS GENIOS-ESTRELA,ASSOCIAÇÃO COMUNITÁRIA EUGÊNIO GOES,BERCARIO
4,PEQUENOS PASSOS,ASS ADONAY DO JARDIM GUAIANASES,SALA DE ED. INFANTIL PROPRIA 
4,PEQUENOS SONHADORES,CENTRO DE TREINAMENTO DAS VIDAS - CT VIDAS,SALA DE ED. INFANTIL PROPRIA 
4,PERUS I,ASSOCIAÇÃO BENEFICENTE RECANTO CRIANÇA FELIZ,BERCARIO
4,PICOLO,ASSOCIAÇÃO BENEFICENTE CUNHA CAZALINI,SALA DE ED. INFANTIL PROPRIA 
4,PILAR FUENTES ROMEU,ASS BENEFICENTE 2001,BERCARIO
4,PILAR FUENTES ROMEU,ASS BENEFICENTE 2001,SALA DE ED. INFANTIL PROPRIA 
4,PINGO DE ROSA,PROMOVE ACAO SOCIO-CULTURAL,BERCARIO
4,PINGO DE ROSA,PROMOVE ACAO SOCIO-CULTURAL,SALA DE ED. INFANTIL PROPRIA 
4,PIPAS I,MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE,BERCARIO
4,PIPAS II,MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE,BERCARIO
4,PIQUERI - SAO FRANCISCO,AGES ASSOCIACAO CIVIL GAUDIUM ET SPES,BERCARIO
4,PIQUERI - SAO FRANCISCO,AGES ASSOCIACAO CIVIL GAUDIUM ET SPES,SALA DE ED. INFANTIL PROPRIA 
4,PIRILAMPO,ASS EVANGELICA MONTE CARMELO,SALA DE ED. INFANTIL PROPRIA 
4,PLANETA COLORIDO,ASS COMUNITARIA SEMPRE VIVA,BERCARIO
4,PLANETA KIDS,ASS EDUCACIONAL JUVENIL E INFANTIL,BERCARIO
4,PLENITUDE,ASSOCIAÇÃO EDUCAR PARA TRANSFORMAR,SALA DE ED. INFANTIL PROPRIA 
4,PRIMAVERA,ASS COMUNITARIA RAIO DE SOL,SALA DE ED. INFANTIL PROPRIA 
4,PRIMEIRO LAPIS III,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,SALA DE AULA PROPRIA         
4,PRIMEIRO PASSO,ASSOCIAÇÃO COMUNITÁRIA PRIMEIRO PASSO DO JARDIM DONÁRIA,SALA DE ED. INFANTIL PROPRIA 
4,PRINCIPE DA PAZ,CENTRO DE DESENVOLVIMENTO E AMPARO A PESSOA,SALA DE AULA PROPRIA         
4,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA,CENTRO DE DESENVOLVIMENTO E AMPARO A PESSOA,BERCARIO
4,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA III,CENTRO DE DESENVOLVIMENTO E AMPARO A PESSOA,BERCARIO
4,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VIII,ASS COMUNITARIA DE SAO MATEUS,BERCARIO
4,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VIII,ASS COMUNITARIA DE SAO MATEUS,SALA DE ED. INFANTIL PROPRIA 
4,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA X,INSTITUTO AÇAO E PROTEÇAO,SALA DE ED. INFANTIL PROPRIA 
4,PROFESSOR SIDNEY,ASSOCIAÇÃO QUIÁLTERAS CULTURAIS - A.Q.C,SALA DE ED. INFANTIL PROPRIA 
4,QUATRO PILARES DA EDUCACAO IV,ACAO SOCIAL COMUNITARIA DO LAGEADO JOILSON DE JESUS,BERCARIO
4,QUERUBIM,ASSOCIACAO SAO GABRIEL,BERCARIO
4,RAFA GIRE IV,CENTRO DE ORIENTACAO A FAMILIA- COR,BERCARIO
4,RAINHA DA PAZ,INSTITUTO BINATI,SALA DE RECREACAO             
4,RAINHA ESTHER,ASSOCIACAO CRISTA DE EDUCACAO INFANTIL SHAMMAH,SALA DE AULA PROPRIA         
4,RAIO DE SOL,ASSOCIACAO CRISTA DE EDUCACAO INFANTIL SHAMMAH,SALA DE ED. INFANTIL PROPRIA 
4,RAIO DE SOL V,ASSOCIAÇÃO BENEFICENTE MIP SOUZA NOVO AMANHECER,SALA DE AULA PROPRIA         
4,RANC,ASSOCIAÇÃO DAS FRANCISCANAS FILHAS DA DIVINA PROVIDENCIA,SALA DE ED. INFANTIL PROPRIA 
4,RAPHAELA CAPELLANO DIAS,CENTRO DE ORIENTACAO A FAMILIA- COR,SALA DE ED. INFANTIL PROPRIA 
4,RAQUEL DE QUEIROZ,ASSOCIACAO SAO GABRIEL,BERCARIO
4,RAQUEL DE QUEIROZ,ASSOCIACAO SAO GABRIEL,SALA DE ED. INFANTIL PROPRIA 
4,RECANTO DA ALEGRIA I,CENTRO SOCIAL DA PAROQUIA DE SANTA TEREZA DE ARTUR ALVIM,SALA DE ED. INFANTIL PROPRIA 
4,RECANTO DA ALEGRIA IV,AGES ASSOCIACAO CIVIL GAUDIUM ET SPES,BERCARIO
4,RECANTO DA ALEGRIA IV,AGES ASSOCIACAO CIVIL GAUDIUM ET SPES,SALA DE ED. INFANTIL PROPRIA 
4,RECANTO DOS NAVEGANTES,SOCIEDADE AMIGOS DO JARDIM CAPELA E ADJACENCIAS,BERCARIO
4,RECANTO DOS PEQUENINOS,INSTITUTO NOVO TEMPO MUNDIAL,SALA DE ED. INFANTIL PROPRIA 
4,RECANTO JOANA,ASS NOVA ESPERANCA,BERCARIO
4,REFERENCIAL II,INSTITUTO SOCIAL AFRO BRASIL,BERCARIO
4,REGINA SIMOES,CAPES - CENTRO ANHANGUERA DE PROMOCAO E EDUCACAO SOCIAL,SALA DE ED. INFANTIL PROPRIA 
4,RITA VITORIANA,ASSOCIAÇÃO BENEFICENTE CONSTRUIR,SALA DE ED. INFANTIL PROPRIA 
4,ROKINHO,ASS COMUNITARIA DE ED CULT MORADIA E PROM SOCIAL - ACECMPS,SALA DE ED. INFANTIL PROPRIA 
4,RUGRATS OS ANJINHOS II,COMEB - CONSELHO DE MINISTROS EVANGELICOS DO BRASIL,BERCARIO
4,RUGRATS OS ANJINHOS V,COMEB - CONSELHO DE MINISTROS EVANGELICOS DO BRASIL,SALA DE AULA PROPRIA         
4,RUGRATS OS ANJINHOS VI,COMEB - CONSELHO DE MINISTROS EVANGELICOS DO BRASIL,SALA DE ED. INFANTIL PROPRIA 
4,RUGRATS OS ANJINHOS VIII,INSTITUTO EDUCACIONAL ANA E RAFAEL,SALA DE ED. INFANTIL PROPRIA 
4,SABOR DE INFANCIA,ASSOCIAÇÃO SANTA EDWIGES,BERCARIO
4,SAGRADA FAMILIA,ACAO SOCIAL CLARETIANA,SALA DE AULA PROPRIA         
4,SAGRADO CORACAO DE JESUS,ASSOCIACAO DEHONIANA BRASIL MERIDIONAL,SALA DE AULA PROPRIA         
4,SALESIANA DOMINGOS SAVIO,FUNDACAO COMUNIDADE DA GRACA,SALA DE ED. INFANTIL PROPRIA 
4,SAMARITANINHOS III,INSTITUTO SOCIAL AFRO BRASIL,BERCARIO
4,SAN LAZZARO,ASSOCIAÇÃO BENEFICENTE CONSTRUIR,BERCARIO
4,SAN LONGINUS,CRUZADA PRO INFANCIA,BERCARIO
4,SANT ANA,ASS COMUNITARIA E BENEFICENTE NOVA SANTANA,SALA DE ED. INFANTIL PROPRIA 
4,SANTA BARBARA,CRUZADA PRO INFANCIA,BERCARIO
4,SANTA CATARINA II,INSTITUTO ESTRELA GUIA,SALA DE ED. INFANTIL PROPRIA 
4,SANTA CECILIA,EXECUTIVA NACIONAL DO MICROEMPREENDEDOR INDIVIDUAL,SALA DE ED. INFANTIL PROPRIA 
4,SANTA CECILIA,EXECUTIVA NACIONAL DO MICROEMPREENDEDOR INDIVIDUAL,SALA DE RECREACAO             
4,SANTA EDWIGES,INSTITUTO DAS FILHAS E FILHOS DO CORAÇÃO IMACULADO DE MARIA,SALA DE RECREACAO             
4,SANTA PAULINA,OBRAS SOCIAIS DO JARDIM RECANTO,SALA DE ED. INFANTIL PROPRIA 
4,SANTA RITA,SOCIEDADE INSTRUCAO E SOCORROS,SALA DE RECREACAO             
4,SANTA TEREZA,MOSTEIRO SAO GERALDO DE SAO PAULO,SALA DE ED. INFANTIL PROPRIA 
4,SANTA TEREZA DE JESUS,MOSTEIRO SAO GERALDO DE SAO PAULO,SALA DE ED. INFANTIL PROPRIA 
4,SANTA ZITA,ASS SANTA ZITA,SALA DE ED. INFANTIL PROPRIA 
4,SANTO AMARO,ASS UNIAO SOCIALDOS MORADORES DO MUTIRAO INACIO MONTEIRO ADJ,SALA DE ED. INFANTIL PROPRIA 
4,SANTO ESTEVAO,ASS CULTURAL VITTA,SALA DE RECREACAO             
4,SAO BENEDITO,CRUZADA PRO INFANCIA,BERCARIO
4,SAO BENTO,ORGANIZACAO TALENTO JOVEM,BERCARIO
4,SAO FRANCISCO DE ASSIS,ASS MISSIONARIAS DE SANTISSIMA TRINDADE,SALA DE RECREACAO             
4,SAO JOAO,INSTITUTO SILVA E SANTOS,SALA DE RECREACAO             
4,SAO JOAO BATISTA,INSTITUTO SILVA E SANTOS,BERCARIO
4,SAO JOAQUIM,NUCLEO DE APOIO E DESENVOLVIMENTO HUMANO - NADHU,SALA DE RECREACAO             
4,SAO JORGE,ASSOCIAÇÃO EDUCACIONAL E CAPACITAÇÃO PROFISSIONAL BURGOS,SALA DE ED. INFANTIL PROPRIA 
4,SAO JOSE OPERARIO,INSTITUTO EM PROL DA EDUCACAO INFANTIL CRIANCAS ESPETACULARE,SALA DE ED. INFANTIL PROPRIA 
4,SAO JUDAS TADEU,OBRA SOCIAL SAO JUDAS TADEU,SALA DE ED. INFANTIL PROPRIA 
4,SAO LUIZ,CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO,BERCARIO
4,SAO NICOLAU,ASSOCIACAO BENEFICENTE DOS FUNCIONARIOS DO GRUPO MMC,SALA DE RECREACAO             
4,SAO NORBERTO,ASSOCIACAO SOCIAL E CULTURAL LETRAS MAGICAS,SALA DE RECREACAO             
4,SAO PAULO APOSTOLO,ACAO SOCIAL CAPELA DA SANTA CRUZ,BERCARIO
4,SAO PEDRO,ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA,BERCARIO
4,SAO RAFAEL,ASSOCIAÇÃO BENEFICENTE RENASCER DE UM NOVO MUNDO,ESTUDIO
4,SAO SEBASTIAO,ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE,SALA DE RECREACAO             
4,SAO VITO,ASSOCIACAO BENFICENTE SAO VITO MARTIR,SALA DE ED. INFANTIL PROPRIA 
4,SAPOPEMBA I,ACAO COMUNIT. PAROQUIAL DO JD. COLONIAL PE. EMIR RIGON,SALA DE ED. INFANTIL PROPRIA 
4,SAVIC,SAVIC - SOCIEDADE AMIGOS DE VILA CONSTANCA,BERCARIO
4,SEMEANDO ALEGRIA,ASS COMUNITARIA SEMPRE VIVA,SALA DE AULA PROPRIA         
