total_ambients,school,parceria,ambient
4,SEMEANDO SABER,ASSOCIAÇÃO COMUNITÁRIA EUGÊNIO GOES,SALA DE ED. INFANTIL PROPRIA 
4,SEMEAR PARA O FUTURO,ASSOCIAÇÃO EDUCAR PARA TRANSFORMAR,SALA DE ED. INFANTIL PROPRIA 
4,SEMENTE DE ESPERANCA,ASSOCIAÇÃO COMUNITÁRIA EUGÊNIO GOES,SALA DE ED. INFANTIL PROPRIA 
4,SEMENTE DO AMANHA,COMUNIDADE KOLPING SAO FRANCISCO DE GUAIANASES,BERCARIO
4,SEMENTINHA DO APRENDER,ASSOCIAÇÃO INFÂNCIA COM ALIMENTO E AFETO,SALA DE ED. INFANTIL PROPRIA 
4,SEMENTINHAS DE ESPERANCA,ASSOCIAÇÃO BENEFICENTE LUZ DE UM NOVO MUNDO,SALA DE ED. INFANTIL PROPRIA 
4,SER FELIZ II,SERVICO COMUNITARIO DO ITAIM PAULISTA,SALA DE ED. INFANTIL PROPRIA 
4,SHADDAI,CONSCIENCIA RESPONSABILIDADE EDUCACAO E RESPEITO,BERCARIO
4,SHALLOM II,ASS BENEFICENTE LUZ DA SABEDORIA,BERCARIO
4,SHALLOM II,ASS BENEFICENTE LUZ DA SABEDORIA,SALA DE ED. INFANTIL PROPRIA 
4,SIGNE CARLSON,ASS XV DE NOVEMBRO DO JARDIM SAO CARLOS,SALA DE AULA PROPRIA         
4,SOARES LIMA,ASSOCIAÇÃO NOSSA SENHORA DE LURDES,SALA DE ED. INFANTIL PROPRIA 
4,SOL EMILIO DE OLIVEIRA,ASS0CIAÇÃO CEU ESTRELADO,BERCARIO
4,SONHO MAGICO,ASS E CENTRO DE APOIO SOCIAL E EDUC PARAISO INFANTIL ACASEPI,SALA DE AULA PROPRIA         
4,SORRISOS DE CRIANCA,ASSOCIAÇÃO BENEFICENTE AMARAL OLIVEIRA,BERCARIO
4,SUKKOT,ASSOCIAÇÃO BENEFICENTE AMARAL OLIVEIRA,BERCARIO
4,TAPIRAI,CENTRO SOCIAL LAUZANE PAULISTA,SALA DE AULA PROPRIA         
4,TATUAPE,CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR,BERCARIO
4,TEQUINHO DO CEU,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,SALA DE ED. INFANTIL PROPRIA 
4,TERRITORIOS DO BRINCAR,ASSOCIACAO SANTA BARBARA - CAMINHO DA PAZ,BERCARIO
4,TERRITORIOS DO BRINCAR,ASSOCIACAO SANTA BARBARA - CAMINHO DA PAZ,SALA DE AULA PROPRIA         
4,THEREZINHA HELENA,INSTITUTO EM PROL DA EDUCACAO INFANTIL CRIANCAS ESPETACULARE,SALA DE ED. INFANTIL PROPRIA 
4,TIA DORA,CENTRO COMUNITARIO JARDIM AUTODROMO,BERCARIO
4,TIA DORA,CENTRO COMUNITARIO JARDIM AUTODROMO,SALA DE ED. INFANTIL PROPRIA 
4,TIA ELISA,ASSOCIAÇÃO SEARA NORTE,SALA DE ED. INFANTIL PROPRIA 
4,TIA EMMA,CENTRO COMUNITARIO JARDIM AUTODROMO,BERCARIO
4,TIA EMMA,CENTRO COMUNITARIO JARDIM AUTODROMO,SALA DE ED. INFANTIL PROPRIA 
4,TIO DIDI,INSTITUTO EM PROL DA EDUCACAO INFANTIL CRIANCAS ESPETACULARE,SALA DE ED. INFANTIL PROPRIA 
4,TIO LUIZ,CRECHE CARROSSEL ENCANTADO,SALA DE ED. INFANTIL PROPRIA 
4,TIO TUTA,CENTRO COMUNITARIO JARDIM AUTODROMO,SALA DE ED. INFANTIL PROPRIA 
4,TIQUATIRA II,ASS POPULAR DE SAUDE,BERCARIO
4,TIQUATIRA II,ASS POPULAR DE SAUDE,SALA DE ED. INFANTIL PROPRIA 
4,TRILHANDO CAMINHOS,ASSOCIAÇÃO EDUCAR PARA TRANSFORMAR,SALA DE ED. INFANTIL PROPRIA 
4,TURMA DA MAFALDA,ASSOCIAÇÃO COMUNITÁRIA FAZENDA DO CARMO,BERCARIO
4,TURMA DA TOUCA VI,ACAO SOCIAL LARGO 13,SALA DE ED. INFANTIL PROPRIA 
4,UNIAO,ASSOCIACAO DEHONIANA BRASIL MERIDIONAL,BERCARIO
4,UNIAO,ASSOCIACAO DEHONIANA BRASIL MERIDIONAL,SALA DE ED. INFANTIL PROPRIA 
4,UNIVERSO CRIANCA,ACAO SOCIAL LARGO 13,BERCARIO
4,UNIVERSO DA CRIANCA III,ASS BENEFICENTE AOS CARENTES DA SAGRADA FAMILIA,SALA DE ED. INFANTIL PROPRIA 
4,UNIVERSO INFANTIL,MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE,BERCARIO
4,UNIVERSO MIRIM,ASSOCIACAO BENEFICENTE AMAC,BERCARIO
4,VAGALUME,SPDM - ASSOC PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,BERCARIO
4,VALENTINA FERREIRA,CONJUNTO ASSISTENCIAL NOSSA SENHORA DA CONCEICAO APARECIDA,SALA DE ED. INFANTIL PROPRIA 
4,VALTER JACONI,ONG PLENO VIVER,BERCARIO
4,VALTER JACONI,ONG PLENO VIVER,SALA DE ED. INFANTIL PROPRIA 
4,VENHA CONOSCO UNIDADE V,NUCLEO DE PROMOCAO SOCIAL VENHA CONOSCO,SALA DE ED. INFANTIL PROPRIA 
4,VICENTE MACHADO,ASS BENEFICENTE COMUNITARIA IRMAOS MAXI,BERCARIO
4,VICENTE MACHADO,ASS BENEFICENTE COMUNITARIA IRMAOS MAXI,SALA DE ED. INFANTIL PROPRIA 
4,VICENTE MATHEUS,ACAO SOCIAL COMUNITARIA DO LAGEADO JOILSON DE JESUS,BERCARIO
4,VICTOR HUGO DEPPMAN,SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA,BERCARIO
4,VICTOR HUGO DEPPMAN,SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA,SALA DE AULA PROPRIA         
4,VIGILANTES DO FUTURO,ONG PLENO VIVER,BERCARIO
4,VIGILANTES DO FUTURO,ONG PLENO VIVER,SALA DE ED. INFANTIL PROPRIA 
4,VILA ANGLO,CRUZADA PRO INFANCIA,BERCARIO
4,VILA CRUZEIRO,ASS ADONAY DO JARDIM GUAIANASES,SALA DE RECREACAO             
4,VILA FELIZ,INSTITUTO BENEFICENTE EDUC E DE ACAO COMUNITARIA - IBEAC,SALA DE ED. INFANTIL PROPRIA 
4,VILA FLAVIA,ACAO SOCIAL SAO MATEUS,BERCARIO
4,VILA FLAVIA,ACAO SOCIAL SAO MATEUS,SALA DE RECREACAO             
4,VILA INGLESA,ASSOCIACAO SANTA BARBARA - CAMINHO DA PAZ,SALA DE ED. INFANTIL PROPRIA 
4,VILA JOIA,INSTITUTO KWARAY,BERCARIO
4,VILA JOIA,INSTITUTO KWARAY,SALA DE ED. INFANTIL PROPRIA 
4,VILA LEOPOLDINA,ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB,BERCARIO
4,VILA NINA,ACAO COMUNITARIA TODOS IRMAOS,SALA DE ED. INFANTIL PROPRIA 
4,VILA NOVA ESPERANCA,SOCIEDADE BENEFICENTE SAO CAMILO,SALA DE ED. INFANTIL PROPRIA 
4,VILA NOVA JAGUARE,PROMOVE ACAO SOCIO-CULTURAL,SALA DE ED. INFANTIL PROPRIA 
4,VILA REGINA,AGES ASSOCIACAO CIVIL GAUDIUM ET SPES,BERCARIO
4,VILA SILVIA,ASS LUIZ RAMOS NATAN STAMFATER,SALA DE ED. INFANTIL PROPRIA 
4,VILA UNIAO,ASS0CIAÇÃO CEU ESTRELADO,BERCARIO
4,VINTE DE AGOSTO,ASS BENEFICENTE DE APOIO A COMUNIDADE CARENTE UNIDA,SALA DE ED. INFANTIL PROPRIA 
4,VINTE E SEIS DE JULHO,ASS BENEFICENTE E DE MUTIRANTES FABIO CANDIDO,BERCARIO
4,VO ESTER II,ASSIST COMUNIT E SOCIAL JARDIM ROBRU E ADJ VO ESTER,SALA DE ED. INFANTIL PROPRIA 
4,VO NICE,INSTITUTO SOCIAL E EDUCACIONAL BOAVENTURA,BERCARIO
4,VO NICE I,INSTITUTO SOCIAL E EDUCACIONAL BOAVENTURA,BERCARIO
4,VO NICE II,INSTITUTO SOCIAL E EDUCACIONAL BOAVENTURA,SALA DE ED. INFANTIL PROPRIA 
4,VOVO AUGUSTA II,ASSOCIACAO EDUCATEC,BERCARIO
4,VOVO DEDE,ASSOCIAÇÃO BENEFICENTE RECANTO CRIANÇA FELIZ,BERCARIO
4,VOVO DEDE,ASSOCIAÇÃO BENEFICENTE RECANTO CRIANÇA FELIZ,SALA DE ED. INFANTIL PROPRIA 
4,VOVO DILEUZA,GRAO DA VIDA,BERCARIO
4,VOVO DILEUZA II,GRAO DA VIDA,BERCARIO
4,VOVO FATIMA II,ONG PLENO VIVER,BERCARIO
4,VOVO FATIMA III,ONG PLENO VIVER,SALA DE ED. INFANTIL PROPRIA 
4,VOVO JOAQUIM,ASSOCIAÇÃO BENEFICENTE CONSTRUIR,BERCARIO
4,VOVO JOSE,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,SALA DE ED. INFANTIL PROPRIA 
4,VOVO JULIA,MOCA MOVIMENTO DE ORIENTACAO A CRIANCA E AO ADOLESCENTE,BERCARIO
4,VOVO MARGARIDA,ASSOCIAÇÃO BEM ESTAR DA FAMÍLIA,BERCARIO
4,VOVO MIRA,CRECHE ANTONIO ASSUNCAO FERREIRA,SALA DE ED. INFANTIL PROPRIA 
4,VOVO NINITO,ONG PLENO VIVER,SALA DE ED. INFANTIL PROPRIA 
4,VOVO PAULINA,CRECHE ANTONIO ASSUNCAO FERREIRA,SALA DE ED. INFANTIL PROPRIA 
4,VOVO PHILOMENA MENDES PRADO,ASS BENEF .COMUNITARIA E CULT. NUCLEO DE ATENDIMENTO SOCIAL,SALA DE ED. INFANTIL PROPRIA 
4,WALTHER SOMMERLATH,CENTRO EDUCACIONAL DE DESENVOLV JUVENIL E INFANTIL CEDEJI,SALA DE ED. INFANTIL PROPRIA 
4,ZOE,COMEB - CONSELHO DE MINISTROS EVANGELICOS DO BRASIL,SALA DE ED. INFANTIL PROPRIA 
5,A E DE CARVALHO,INSTTUTO CRIANCA CIDADA,SALA DE ED. INFANTIL PROPRIA 
5,ACAO SOCIAL LARGO 13 - ALMEIDA PRADO,ACAO SOCIAL LARGO 13,SALA DE ED. INFANTIL PROPRIA 
5,ACOLHENDO COM AMOR,NUCLEO DE APOIO E DESENVOLVIMENTO HUMANO - NADHU,SALA DE AULA PROPRIA         
5,ACONCHEGO,UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO,SALA DE ED. INFANTIL PROPRIA 
5,ADEMARIO SANTANA,INSTITUTO ILUMINA TERRA ACAO PARA DESENVOLVIMENTO SOCIAL,SALA DE ED. INFANTIL PROPRIA 
5,AGUA VIVA,INSTITUICAO DE PROMOCAO SOCIAL ALVORADA,SALA DE ED. INFANTIL PROPRIA 
5,ALEGRIA,CENTRO SOCIAL DA PAROQUIA DE SANTA TEREZA DE ARTUR ALVIM,SALA DE ED. INFANTIL PROPRIA 
5,ALEGRIA DE APRENDER,INSTITUTO BINATI,BERCARIO
5,ALEGRIA DO SABER,ASSOCIAÇÃO BENEFICENTE FOLHINHAS VERDES,SALA DE ED. INFANTIL PROPRIA 
5,ALEGRIA DO SABER II,ASSOCIAÇÃO BENEFICENTE FOLHINHAS VERDES,SALA DE AULA PROPRIA         
5,ALEGRIA E SABEDORIA II,ASSOCIACAO BENEFICENTE AMAC,BERCARIO
5,ALEM DO ARCO IRIS,CENTRO COMUNITARIO NOSSA SENHORA APARECIDA CCNSA,SALA DE ED. INFANTIL PROPRIA 
5,ALEM DO HORIZONTE,ASS BENEFICENTE COMUNITARIA IRMAOS MAXI,SALA DE ED. INFANTIL PROPRIA 
5,ALPS CACHOEIRINHA,ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU,BERCARIO
5,ALPS TIRADENTES,ASS BENEFICENTE COMUNITARIA AURORA,BERCARIO
5,ALVORADA,NUCLEO ASSISTENCIAL FRATERNO - NAF,SALA DE ED. INFANTIL PROPRIA 
5,AMOR DE TATI,ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS,SALA DE AULA PROPRIA         
5,ANA ISABEL,INSTITUTO ATIARA,SALA DE AULA PROPRIA         
5,ANA PAULA ANDRADE,CENTRO SOCIAL SAO JOSE,BERCARIO
5,ANEU GARANHANI,MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE,SALA DE ED. INFANTIL PROPRIA 
5,ANGLICANA RENATA EUGENIA RODRIGUES - UNID IV- MORUMBI,ASS PELO DESENVOLVIMENTO EDUCACIONAL E PROFISSIONAL ADEP,BERCARIO
5,ANIBAL DI FRANCIA,GSS GRUPO SEMPRE SERVINDO,BERCARIO
5,ANJO RAFAELA,ASS BENEFICENTE COMUNITARIA IRMAOS MAXI,SALA DE ED. INFANTIL PROPRIA 
5,ANJOS DA TERRA,ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS,BERCARIO
5,ANNA CANDIDA BRASIL NAVARRO,ASSOCIACAO BENEFICENTE CAVALCANTE,SALA DE ED. INFANTIL PROPRIA 
5,ANNABEL FORMIGA,INSTITUTO ATIARA,SALA DE ED. INFANTIL PROPRIA 
5,ANTONIO ALVES DE ARAUJO,INSTITUTO SOCIAL EDUCATIVO CULTURAL E DE TRANSFORMAÇÃO SOLID,BERCARIO
5,ANTONIO JOAO DE MEDEIROS,ASS BENEFICENTE MUNDO ENCANTADO,BERCARIO
5,ANTONIO JOAO DE MEDEIROS,ASS BENEFICENTE MUNDO ENCANTADO,SALA DE ED. INFANTIL PROPRIA 
5,ARAUCARIAS,CENTRO SOCIAL SAO JOSE,BERCARIO
5,ARAUCARIAS,CENTRO SOCIAL SAO JOSE,SALA DE ED. INFANTIL PROPRIA 
5,ARRASTAO,FUNDACAO COMUNIDADE DA GRACA,SALA DE RECREACAO             
5,AS PRINCESAS,CENTRO COMUNITARIO CATOLICO E OBRAS SOCIAIS OSCAR ROMERO,BERCARIO
5,ASBEN II,ASS COMUNITARIA SEMPRE VIVA,SALA DE ED. INFANTIL PROPRIA 
5,ASBEN III,ASS COMUNITARIA SEMPRE VIVA,SALA DE ED. INFANTIL PROPRIA 
5,ATITUDE DE CRIANCA,ASSOCIAÇÃO COMUNITÁRIA ATITUDE,BERCARIO
5,AVELINO DE CARVALHO,ASSOCIAÇÃO COMUNITÁRIA EUGÊNIO GOES,SALA DE ED. INFANTIL PROPRIA 
5,AVENTUREIROS MIRINS,ONG PLENO VIVER,SALA DE ED. INFANTIL PROPRIA 
5,BARONESA DE LIMEIRA,ASSOCIAÇÃO BRUNA ROSA,SALA DE ED. INFANTIL PROPRIA 
5,BELA INFANCIA,FUNDACAO COMUNIDADE DA GRACA,SALA DE ED. INFANTIL PROPRIA 
5,BEM ME QUER,INSTITUTO BEVENUTTO,SALA DE ED. INFANTIL PROPRIA 
5,BERNARDO SANTANA,ASS METODISTA DE ACAO SOCIAL - AMAS MOOCA,SALA DE ED. INFANTIL PROPRIA 
5,BERTELIM JESUS MOREIRA,ASS ESPIRITA AMPARO E ASSIST ESPIRITUAL BEZERRA DE MENEZES,BERCARIO
5,BIJUJU,CENTRO DE ASSISTENCIA SOCIAL BRAS MOOCA,SALA DE ED. INFANTIL PROPRIA 
5,BOA ESPERANCA II,ASSOCIACAO MAREZINHA - BMT,SALA DE ED. INFANTIL PROPRIA 
5,BOM RETIRO,ASS EDUCA SAO PAULO,SALA DE ED. INFANTIL PROPRIA 
5,BRILHANTES,ASS COMUNITARIA DAS CRIANCAS CARENTES DA CIDADE TIRADENTES,SALA DE ED. INFANTIL PROPRIA 
5,BRINCAR E SORRIR,ASSOCIAÇÃO BENFICIENTE COMUNITARIA BEM QUERER,SALA DE AULA PROPRIA         
5,BRISA ANDRADE II,ACAO SOCIAL LARGO 13,BERCARIO
5,CAMELIAS,SERVICO COMUNITARIO DO ITAIM PAULISTA,SALA DE ED. INFANTIL PROPRIA 
5,CAMINHAR VII,ASS DE MORADIA HORTO DO IPE E ADJACENCIAS,BERCARIO
5,CAMINHAR VIII,GREMIO RECREATIVO CULTURAL E DUCACIONAL RUBRO VERDE,SALA DE ED. INFANTIL PROPRIA 
5,CANTINHO COLORIDO I,ASS DE MORADORES JACINTO PAZ,SALA DE ED. INFANTIL PROPRIA 
5,CANTINHO DA IMAGINACAO II,INSTITUTO SOCIAL AFRO BRASIL,BERCARIO
5,CANTINHO DA SERRA,SOCIEDADE ESPIRITA TEREZINHA DE JESUS,SALA DE ED. INFANTIL PROPRIA 
5,CANTINHO ESTRELADO,GREMIO RECREATIVO CULTURAL E DUCACIONAL RUBRO VERDE,SALA DE ED. INFANTIL PROPRIA 
5,CARDECI MARTINS,MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE,SALA DE ED. INFANTIL PROPRIA 
5,CARLOS EDUARDO BARRETO,ASSOCIACAO BENEFICENTE CAVALCANTE,SALA DE ED. INFANTIL PROPRIA 
5,CARRAO I,CENTRO EDUCACIONAL DE DESENVOLV JUVENIL E INFANTIL CEDEJI,SALA DE ED. INFANTIL PROPRIA 
5,CASA BATISTA DA AMIZADE,ASSOCIACAO BENEFICENTE BRACOS FORTES,SALA DE AULA PROPRIA         
5,CASA BRANCA,ASS COMUNITARIA AURI VERDE,BERCARIO
5,CASA DE CRIAR E BRINCAR,INSTITUTO SAO PAULO MELHOR,BERCARIO
5,CASA DO CRISTO III,FUNDACAO COMUNIDADE DA GRACA,SALA DE ED. INFANTIL PROPRIA 
5,CASINHA DA TIA LORE,ASSOCIAÇÃO BENEFICENTE DIVINA GRAÇA,SALA DE ED. INFANTIL PROPRIA 
5,CEAR PROXIMOS PASSOS JARDIM SATELITE,ASSOCIAÇÃO ÁGUAS MARINHA,SALA DE ED. INFANTIL PROPRIA 
5,CENTRO ASSISTENCIAL SANTANA,INSTITUTO ILUMINA TERRA ACAO PARA DESENVOLVIMENTO SOCIAL,BERCARIO
5,CHACARA DO JOCKEY,ASS GRUPO MISSAO DIVINA,BERCARIO
5,CIA DOS SONHOS III,ACAO SOCIAL COMUNITARIA DO LAGEADO JOILSON DE JESUS,SALA DE ED. INFANTIL PROPRIA 
5,CIDADE LIDER,FUNDACAO COMUNIDADE DA GRACA,BERCARIO
5,CIRANDA CIRANDINHA,ASSOCIAÇÃO BENEFICENTE RECANTO CRIANÇA FELIZ,BERCARIO
5,CLARET,MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE,SALA DE ED. INFANTIL PROPRIA 
5,COHAB EDUCANDARIO,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,SALA DE ED. INFANTIL PROPRIA 
5,CONCEICAO ROSA,INSTITUTO CONSTRUINDO UMA EDUCACAO DE QUALIDADE ICEQ,BERCARIO
5,CONJUNTO HABITACIONAL APOMI,NUCLEO ASSISTENCIAL FRATERNO - NAF,SALA DE ED. INFANTIL PROPRIA 
5,CONJUNTO HABITACIONAL ITAQUERA IV,ASS UNIAO SOCIALDOS MORADORES DO MUTIRAO INACIO MONTEIRO ADJ,BERCARIO
5,CONJUNTO HABITACIONAL ITAQUERA IV,ASS UNIAO SOCIALDOS MORADORES DO MUTIRAO INACIO MONTEIRO ADJ,SALA DE ED. INFANTIL PROPRIA 
5,CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA,UNIAO SOCIAL BRASIL GIGANTE,BERCARIO
5,CONSTRUINDO CONSCIENCIA,TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL,SALA DE ED. INFANTIL PROPRIA 
5,CONSTRUINDO O FUTURO,TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL,SALA DE AULA PROPRIA         
5,CORACAO DE LEAO,GRUPO DE ASSISTENCIA AO IDOSO. A INFANCIA E ADOLESCENCIA,SALA DE AULA PROPRIA         
5,CORES E DIVERSAO,ASSOCIACAO BENEFICENTE CAVALCANTE,SALA DE ED. INFANTIL PROPRIA 
5,CRE SER III,INSTITUTO SOCIAL EDUCATIVO CULTURAL E DE TRANSFORMAÇÃO SOLID,BERCARIO
5,CRECHE TIA LOURDES,CENTRO DE TREINAMENTO DAS VIDAS - CT VIDAS,SALA DE AULA PROPRIA         
5,CRESCENDO COM ATITUDE II,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,BERCARIO
5,CRESCENDO PARA BRILHAR,ASSOCIACAO DEHONIANA BRASIL MERIDIONAL,SALA DE ED. INFANTIL PROPRIA 
5,CRI-ACAO,GRUPO DE ASSISTENCIA AO IDOSO. A INFANCIA E ADOLESCENCIA,SALA DE ED. INFANTIL PROPRIA 
5,CRIANDO HISTORIAS,ASSOCIAÇÃO VIDA E ESPERANÇA,SALA DE AULA PROPRIA         
5,CRIANDO RAIZES,ASS ADONAY DO JARDIM GUAIANASES,SALA DE ED. INFANTIL PROPRIA 
5,CRIANDO SONHOS,CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO,SALA DE AULA PROPRIA         
5,CRISTO LIBERTADOR I,ASS DE APOIO AOS IDOSOS. CRIANCAS E ADOLESCENTES,SALA DE ED. INFANTIL PROPRIA 
5,CRISTO LIBERTADOR II,CARITAS CAMPO LIMPO CCL,SALA DE ED. INFANTIL PROPRIA 
5,CRUZ DE MALTA,ASSOCIAÇÃO GIRASSOL AZUL,SALA DE ED. INFANTIL PROPRIA 
5,CUIDANDO DO AMANHA,ONG PLENO VIVER,BERCARIO
5,CURUMIM,ASS PRO FAMILIA E BEM ESTAR CASA VERDE,SALA DE ED. INFANTIL PROPRIA 
5,DIAMANTES,UNIAO DE PROJETOS ASSISTENCIAIS A COMUNIDADE - ABELC,SALA DE ED. INFANTIL PROPRIA 
5,DOCE ENCANTO,PROMOVE ACAO SOCIO-CULTURAL,BERCARIO
5,DOCE MEL III,ASSOCIACAO BENEFICENTE CAVALCANTE,SALA DE AULA PROPRIA         
5,DONIZETE,SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI,SALA DE ED. INFANTIL PROPRIA 
5,EDUCAR,INSTTUTO CRIANCA CIDADA,SALA DE ED. INFANTIL PROPRIA 
5,ELIANA E SUA TURMINHA II,ASSOCIAÇÃO NACIONAL DE PREVENÇÃO AO USO E ABUSO DE DROGAS,SALA DE ED. INFANTIL PROPRIA 
5,ELOHIM ADONAI III,CENTRO DE ORIENTACAO A FAMILIA- COR,SALA DE ED. INFANTIL PROPRIA 
5,ELZA SOARES,INSTITUTO SOCIAL E EDUCACIONAL FLORESCER,BERCARIO
5,EMILIA FERREIRO,SOCIEDADE ESPIRITA TEREZINHA DE JESUS,SALA DE ED. INFANTIL PROPRIA 
5,EMILIO ANTONIO DE CARVALHO,ASS SAO SABAS DE FILANTROPIA,SALA DE ED. INFANTIL PROPRIA 
5,EMMANUEL,ASSOCIAÇÃO HABITACIONAL MORADA DO SOL,BERCARIO
5,ENCANTO E HARMONIA,COMUNIDADE KOLPING SAO FRANCISCO DE GUAIANASES,SALA DE ED. INFANTIL PROPRIA 
5,ERVA DO SERENO,MOCA MOVIMENTO DE ORIENTACAO A CRIANCA E AO ADOLESCENTE,SALA DE ED. INFANTIL PROPRIA 
5,ESPACO BABY,ASS COMUNITARIA SEMPRE VIVA,BERCARIO
5,ESPACO DA COMUNIDADE I,FUNDACAO COMUNIDADE DA GRACA,SALA DE ED. INFANTIL PROPRIA 
5,ESPACO DA COMUNIDADE II,INSTITUTO EDUCACIONAL E DEF. DOS DIR.. HUMANOS CORA CORALINA,SALA DE ED. INFANTIL PROPRIA 
5,ESPACO DA COMUNIDADE VI,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,SALA DE ED. INFANTIL PROPRIA 
5,ESPACO DA COMUNIDADE X,FUNDACAO COMUNIDADE DA GRACA,BERCARIO
5,ESPACO KAIROS JD. SANTA CRUZ,SOCIEDADE ESPIRITA TEREZINHA DE JESUS,SALA DE ED. INFANTIL PROPRIA 
5,ESPACO KAIROS PERI,SOCIEDADE ESPIRITA TEREZINHA DE JESUS,SALA DE ED. INFANTIL PROPRIA 
5,ESPACO KAIROS VII,UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO,SALA DE ED. INFANTIL PROPRIA 
5,ESPADINHA DE OURO,INSTITUTO ESTRELA GUIA,SALA DE ED. INFANTIL PROPRIA 
5,ESPERANCA DO SABER,ASS PELO DESENVOLVIMENTO EDUCACIONAL E PROFISSIONAL ADEP,SALA DE ED. INFANTIL PROPRIA 
5,ESPERANCA E VIDA II,UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO,BERCARIO
5,ESPERANCA PARA TODOS II ARACATI,CRUZADA PRO INFANCIA,BERCARIO
5,ESTRELA AZUL,ASS DOS MORADORES DE VILA REIS JARDIM PLANALTO E REGIAO,SALA DE ED. INFANTIL PROPRIA 
5,ESTRELA CADENTE,ASS DOS MORADORES DE VILA REIS JARDIM PLANALTO E REGIAO,BERCARIO
5,ESTRELA DO AMANHA,FEDERACAO DE IRMAOS BENEFICENTE,SALA DE ED. INFANTIL PROPRIA 
5,ESTRELA GUIA,ASS BENEFICENTE AOS CARENTES DA SAGRADA FAMILIA,SALA DE ED. INFANTIL PROPRIA 
5,EVA LUIZA ROSA,ASS SAO SABAS DE FILANTROPIA,SALA DE ED. INFANTIL PROPRIA 
5,FAZENDA PEDRO E MARIA V,CENTRO SOCIAL DA PAROQUIA DE SANTA TEREZA DE ARTUR ALVIM,SALA DE ED. INFANTIL PROPRIA 
5,FE E ALEGRIA,CRUZADA PRO INFANCIA,BERCARIO
5,FLAMBOYANT,ACAO SOCIAL LARGO 13,SALA DE ED. INFANTIL PROPRIA 
5,FONTE DOS SONHOS,CENTRO DE PROMOCAO HUMANA NOSSA SENHORA AP DO JD PEDREIRA,SALA DE ED. INFANTIL PROPRIA 
5,FRANCESCO PERSIANI,ASS ESCOLA LIVRE DE ACAO E CIDADANIA ELAC,SALA DE ED. INFANTIL PROPRIA 
5,FRANCISCO RODRIGUES,ASS COMUNITARIA OLHANDO PARA O FUTURO,SALA DE ED. INFANTIL PROPRIA 
5,FRANK DUFF,ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS,SALA DE ED. INFANTIL PROPRIA 
5,FRIDA KAHLO,ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS,SALA DE AULA PROPRIA         
5,GIGI TOMAZELLI WIAZOWSKI,ASSOCIACAO COMUNITARIA EDUCACIONAL BRILHO DOURADO,SALA DE ED. INFANTIL PROPRIA 
5,GLEBA SAO FRANCISCO,ASSISTENCIA SOCIAL A COLMEIA,SALA DE ED. INFANTIL PROPRIA 
5,GOTINHAS DO SABER,ACAO SOCIAL LARGO 13,SALA DE ED. INFANTIL PROPRIA 
5,GOVERNADOR MARIO COVAS,ASS BENEFICENTE DE APOIO A COMUNIDADE CARENTE UNIDA,SALA DE ED. INFANTIL PROPRIA 
5,GUARAPIRANGA I,INSTITUTO SOCIAL DONIZETE,SALA DE ED. INFANTIL PROPRIA 
5,GUSTAVO DE SOUZA DORIGHELLO,GRUPO DA FRATERNIDADE IRMAO DE SAGRES,SALA DE ED. INFANTIL PROPRIA 
5,HANNAH,ASS BENEF .COMUNITARIA E CULT. NUCLEO DE ATENDIMENTO SOCIAL,BERCARIO
5,HORIZONTE AZUL,ASSOCIACAO MAREZINHA - BMT,BERCARIO
5,IASHUA,INSTITUTO DE GESTÃO EDUCACIONAL E VALORIZAÇÃO DO ENSINO - IG,SALA DE ED. INFANTIL PROPRIA 
